
9.999968748821664866e-01 -2.242585974247887236e-05
9.870151015335720812e-01 2.779073170577146985e-03
9.740315209487588888e-01 5.567286218361776860e-03
9.610460351810282686e-01 8.341712388403994122e-03
9.480585359310044202e-01 1.110185318944902078e-02
9.350689213679616030e-01 1.384720892952267905e-02
9.220770871915453526e-01 1.657728062655177900e-02
9.090829276240643964e-01 1.929156978659376034e-02
8.960863424148759471e-01 2.198957694427615753e-02
8.830872217766497778e-01 2.467080479595955278e-02
8.700854695578947862e-01 2.733475340289960587e-02
8.570809738489004737e-01 2.998092624611668755e-02
8.440736367970919085e-01 3.260882411168473938e-02
8.310633503038198366e-01 3.521795004866565965e-02
8.180500124723755206e-01 3.780780603118201466e-02
8.050335194209584655e-01 4.037789461555506970e-02
7.920137650275327346e-01 4.292771897428047934e-02
7.789906496721689111e-01 4.545678118649687516e-02
7.659640632590641873e-01 4.796458554600838142e-02
7.529339095374883994e-01 5.045063385223445829e-02
7.399000771909013396e-01 5.291443096976729266e-02
7.268624674372552441e-01 5.535547955132134879e-02
7.138209733349768493e-01 5.777328396797262733e-02
7.007754916609396645e-01 6.016734806470103170e-02
6.877265666547086598e-01 6.253693203736872264e-02
6.746751336618858064e-01 6.488046752237267012e-02
6.616211310496832310e-01 6.719628729247728582e-02
6.485644353931727668e-01 6.948273665104010011e-02
6.355049675170874046e-01 7.173815501671287898e-02
6.224426105579911050e-01 7.396089030389904617e-02
6.093772728488896506e-01 7.614928798683695543e-02
5.963088540918630720e-01 7.830169695935125518e-02
5.832372461758875692e-01 8.041646928376021408e-02
5.701623658689354279e-01 8.249195492868595381e-02
5.570840921690423109e-01 8.452651180304827927e-02
5.440023463229931577e-01 8.651849309093595508e-02
5.309170115157250125e-01 8.846625977208109892e-02
5.178279951191194774e-01 9.036817102667388246e-02
5.047351984607824082e-01 9.222258888771836527e-02
4.916377887169299243e-01 9.402806053846318735e-02
4.785318694007986706e-01 9.578526167055934071e-02
4.654168520285942301e-01 9.749602236525750643e-02
4.522927270101347874e-01 9.916215763297579755e-02
4.391595180530292186e-01 1.007854803341729638e-01
4.260172352109017901e-01 1.023678073223490137e-01
4.128658840127117924e-01 1.039109581760064155e-01
3.997054974280662143e-01 1.054167515352709417e-01
3.865499361911277076e-01 1.068827184864774016e-01
3.734185201998624914e-01 1.082907379301911444e-01
3.603104612257171380e-01 1.096200235698904513e-01
3.472244428852599429e-01 1.108501446380705385e-01
3.341591086939831867e-01 1.119609676636286466e-01
3.211134588814841817e-01 1.129326200444793205e-01
3.080859715039757085e-01 1.137455542723826568e-01
2.950752575059514826e-01 1.143804831654084281e-01
2.820815906699957742e-01 1.148186530988325182e-01
2.691108525892144665e-01 1.150420120330293700e-01
2.561701920905414820e-01 1.150327979806458484e-01
2.432667287952843538e-01 1.147735224839140505e-01
2.304073798822399155e-01 1.142469706603936597e-01
2.175987111618187808e-01 1.134361805348364227e-01
2.048471716699348799e-01 1.123244361152809512e-01
1.921589401213433246e-01 1.108952424478912846e-01
1.795400119534787398e-01 1.091323112412644486e-01
1.669957542598972944e-01 1.070194596663326947e-01
1.545313104853019148e-01 1.045406051537928899e-01
1.421590658791436479e-01 1.016808189856436700e-01
1.299435468026951257e-01 9.842296942487407940e-02
1.179385732071343840e-01 9.473459622673895131e-02
1.061899100292545139e-01 9.058317629032885954e-02
9.474046648582760966e-02 8.593785671891084055e-02
8.362976503338601098e-02 8.076899375247573176e-02
7.289271004582142943e-02 7.504697700315661468e-02
6.250748250875257095e-02 6.872579514313925664e-02
5.247432223520151484e-02 6.181557663629437538e-02
4.283571058926829295e-02 5.436038704417205103e-02
3.363386464178691471e-02 4.640644285137107694e-02
2.491020633183382155e-02 3.800177037885625608e-02
1.651964521211188655e-02 2.900916629829211613e-02
7.994732089477044751e-03 1.895670691677480563e-02
2.291065473698066998e-03 1.034453728814576680e-02
2.225766476897845549e-04 4.275724204927937311e-03
3.235916669908979774e-04 -1.443707078212802682e-04
2.259910669045522933e-03 -4.553053554637496135e-03
7.117809272347863127e-03 -9.764453753429191626e-03
1.478338573860004182e-02 -1.448438427400767017e-02
2.452619606897299756e-02 -1.789490006925061744e-02
3.621498317869556449e-02 -2.066169210686669144e-02
4.826377751350462847e-02 -2.273092111439151131e-02
6.067901863369155879e-02 -2.426359738221011905e-02
7.347726632285489501e-02 -2.544967355088752908e-02
8.653168193582905232e-02 -2.647597453854177996e-02
9.960986303497643135e-02 -2.738790907907080741e-02
1.127047278006419323e-01 -2.819089695049813507e-02
1.258158216358224446e-01 -2.889077977933124722e-02
1.389426439687173609e-01 -2.949342022091437296e-02
1.520846330898758259e-01 -3.000470331507544552e-02
1.652413442938290289e-01 -3.043054376362441457e-02
1.784121765368155699e-01 -3.077687598400550076e-02
1.915966174979382430e-01 -3.104966316166449594e-02
2.047941462032353832e-01 -3.125489351297049134e-02
2.180041594253062098e-01 -3.139857998570812214e-02
2.312261967868253498e-01 -3.148676308093357329e-02
2.444596226854827137e-01 -3.152550771877091901e-02
2.577039338188444884e-01 -3.152090578106389596e-02
2.709585629862202305e-01 -3.147907491120671003e-02
2.842229397659621903e-01 -3.140615906574120014e-02
2.974965594303838334e-01 -3.130832797059528161e-02
3.107759934680699443e-01 -3.119131624539022221e-02
3.240547497741346206e-01 -3.105700236005235967e-02
3.373325576168915707e-01 -3.090533754935977095e-02
3.506094158182674891e-01 -3.073625877487923611e-02
3.638853244677635046e-01 -3.054970298580718738e-02
3.771602829339596452e-01 -3.034560714249596655e-02
3.904342907728656775e-01 -3.012390820544137357e-02
4.037073478980097718e-01 -2.988454313085630448e-02
4.169794533339182263e-01 -2.962744889325406861e-02
4.302506075036723332e-01 -2.935256244248213298e-02
4.435208090029609251e-01 -2.905982076765066188e-02
4.567900584272143183e-01 -2.874916081726666336e-02
4.700583546831321735e-01 -2.842051957955374700e-02
4.833256978334335430e-01 -2.807383401763934375e-02
4.965920873294321636e-01 -2.770904111147918375e-02
5.098575227036066249e-01 -2.732607784155909048e-02
5.231220039494874907e-01 -2.692488117658446700e-02
5.363855300720117292e-01 -2.650538811713947993e-02
5.496481015404721671e-01 -2.606753561984085157e-02
5.629097170266753603e-01 -2.561126070165542154e-02
5.761703770792380164e-01 -2.513650031830469075e-02
5.894300807101080508e-01 -2.464319148052162428e-02
6.026888279394501113e-01 -2.413127116477060616e-02
6.159466183200309475e-01 -2.360067636624314791e-02
6.292034513467655854e-01 -2.305134408488530157e-02
6.424593271100905723e-01 -2.248321129733757764e-02
6.557142445831223299e-01 -2.189621502975762357e-02
6.689682042888358549e-01 -2.129029224195253672e-02
6.822212049874343265e-01 -2.066537997483846797e-02
6.954732471645589387e-01 -2.002141519108845830e-02
7.087243299562764332e-01 -1.935833491877217774e-02
7.219744533258926067e-01 -1.867607614744541331e-02
7.352236169445526270e-01 -1.797457588221980720e-02
7.484718202572198109e-01 -1.725377114223841657e-02
7.617190634661532567e-01 -1.651359890665387090e-02
7.749653455022331716e-01 -1.575399622687979548e-02
7.882106669483995853e-01 -1.497490006183242045e-02
8.014550266645628085e-01 -1.417624747173192902e-02
8.146984250588928944e-01 -1.335797542631017749e-02
8.279408614083988427e-01 -1.252002096483129448e-02
8.411823356070564639e-01 -1.166232108997629011e-02
8.544228474590825906e-01 -1.078481281058512112e-02
8.676623963490990299e-01 -9.887433164918062872e-03
8.809009826036902080e-01 -8.970119128439785205e-03
8.941386051032467197e-01 -8.032807777584778999e-03
9.073752644955471736e-01 -7.075436065850525605e-03
9.206109597502967201e-01 -6.097941067414620712e-03
9.338456911857377918e-01 -5.100259759461923253e-03
9.470794582341452994e-01 -4.082329185434490672e-03
9.603122607098981689e-01 -3.044086361353796812e-03
9.735440985622979548e-01 -1.985468292832591724e-03
9.867749711075991526e-01 -9.064120372396812769e-04
1.000004878806360686e+00 1.931454404959827157e-04
