
9.999202184939859350e-01 -1.565554570982461162e-04
9.886258728472988588e-01 5.442491787591928129e-03
9.770056018805612918e-01 1.070888961653016815e-02
9.651050143995382191e-01 1.570460670963026023e-02
9.529740492165524879e-01 2.049553177015277575e-02
9.407160111869419250e-01 2.511479319913117320e-02
9.283829360303332834e-01 2.956737972324101696e-02
9.159782374119038728e-01 3.386838331039222078e-02
9.035052227782420786e-01 3.803309591221716579e-02
8.909676862701213507e-01 4.207681988374736143e-02
8.783691749527596793e-01 4.601512303726050523e-02
8.657135368238817463e-01 4.986366487143705645e-02
8.530046537709757848e-01 5.363828953675714439e-02
8.402463761755620819e-01 5.735504713303648389e-02
8.274515274417131305e-01 6.102609964712958635e-02
8.146449679674053757e-01 6.464573873067393228e-02
8.018280441100494871e-01 6.820690662424537531e-02
7.890007367333615740e-01 7.170288051178652644e-02
7.761628368000412781e-01 7.512702037305575564e-02
7.633143102994618401e-01 7.847266939097748140e-02
7.504550062902818341e-01 8.173323263031112562e-02
7.375848464416954187e-01 8.490212703186444942e-02
7.247037425824186530e-01 8.797280344487092008e-02
7.118115563328605289e-01 9.093875545113896952e-02
6.989082665670068861e-01 9.379348088341524226e-02
6.859936859262549813e-01 9.653054596472565585e-02
6.730677795289787824e-01 9.914351454384591478e-02
6.601303943803005225e-01 1.016260061740348053e-01
6.471814049354140952e-01 1.039716643694797715e-01
6.342207300129070191e-01 1.061741551359508401e-01
6.212481519572434774e-01 1.082271970102858943e-01
6.082635732656385130e-01 1.101245167806235853e-01
5.952667805428707437e-01 1.118598866181510637e-01
5.822575488995287429e-01 1.134271044812684565e-01
5.692357342164293676e-01 1.148199835463424162e-01
5.562010023143881821e-01 1.160323805975997241e-01
5.431531014869297458e-01 1.170581624774761076e-01
5.300870025246827710e-01 1.178920798964786659e-01
5.169823640752726490e-01 1.185398747642557038e-01
5.038408668015688097e-01 1.190145853506097140e-01
4.906675776733450123e-01 1.193294635935722020e-01
4.774676573985416339e-01 1.194979081631193235e-01
4.642460152233431891e-01 1.195334644120287226e-01
4.510079863643016718e-01 1.194498167707308406e-01
4.377619031462580135e-01 1.192604953473729995e-01
4.245314400039778557e-01 1.189706306050762052e-01
4.113197693937232224e-01 1.185758719007531659e-01
3.981259242860263337e-01 1.180713838132595311e-01
3.849488353462410251e-01 1.174523415987035885e-01
3.717875440579177515e-01 1.167139390512334368e-01
3.586409540057137191e-01 1.158513756071898604e-01
3.455076770958074306e-01 1.148598822963018684e-01
3.323856924726582007e-01 1.137357048522443792e-01
3.192766600430878010e-01 1.124764504847117763e-01
3.061828183851962870e-01 1.110798263443115719e-01
2.931063302773838641e-01 1.095435383428733089e-01
2.800493999241054910e-01 1.078653030344480235e-01
2.670142134632463859e-01 1.060428415505226263e-01
2.540029237851545996e-01 1.040738765098373486e-01
2.410177302091054685e-01 1.019561438356619970e-01
2.280607591972036163e-01 9.968737421897708173e-02
2.151341664865729086e-01 9.726530877004629927e-02
2.022401028819545143e-01 9.468769404280968915e-02
1.893806706809037510e-01 9.195227248482829019e-02
1.765662108126850594e-01 8.905749720878732012e-02
1.638283634209883599e-01 8.599407911096886015e-02
1.511805171728520525e-01 8.274116465484426808e-02
1.386345106584808695e-01 7.927789253865220875e-02
1.262013963820925733e-01 7.558363979492511986e-02
1.138921254290147789e-01 7.163818314967711209e-02
1.017174369074115708e-01 6.742166417865538830e-02
8.968747451833877782e-02 6.291443167741035680e-02
7.781185269475486554e-02 5.809699830522716685e-02
6.609979837981673489e-02 5.295002792240175588e-02
5.463341448165799641e-02 4.747696342131970532e-02
4.363419019372304780e-02 4.165977548454688484e-02
3.320217458900400626e-02 3.539812194483916291e-02
2.341484625518397075e-02 2.859941531701409162e-02
1.432899118402760491e-02 2.117281989975786441e-02
6.761754445923788374e-03 1.363040477935084129e-02
1.965249489216784780e-03 6.451516371468268493e-03
4.210385231499466380e-04 1.133319360280008771e-03
9.899943192771909570e-04 -2.822158857380014166e-03
3.326834569526356498e-03 -6.425426254899534347e-03
9.189823515496568784e-03 -1.049345999417645135e-02
1.881672934973312866e-02 -1.436913202539810697e-02
3.054239905913746014e-02 -1.761479406828053360e-02
4.275172688978107899e-02 -2.043670475777916926e-02
5.509117878057437356e-02 -2.275530769013654059e-02
6.766493415046806459e-02 -2.464867598926276382e-02
8.045663430853454423e-02 -2.620037462837083997e-02
9.344566395417167048e-02 -2.750001908413462690e-02
1.065757904711661652e-01 -2.863581126087208495e-02
1.197306343479875856e-01 -2.963871908072173225e-02
1.329023014332298136e-01 -3.051581158977189137e-02
1.460903478616571438e-01 -3.127438032222969178e-02
1.592942340452240813e-01 -3.192174783548756140e-02
1.725135733876232702e-01 -3.246528121173161696e-02
1.857477444001291444e-01 -3.291237494603129615e-02
1.989963148194748288e-01 -3.327046959624706257e-02
2.122587005042133601e-01 -3.354703969749275871e-02
2.255343896189437591e-01 -3.374960135908565417e-02
