1.000000e+00 0.000000e+00
9.500000e-01 6.100000e-03
9.000000e-01 1.190000e-02
8.000000e-01 2.370000e-02
7.000000e-01 3.460000e-02
6.000000e-01 4.530000e-02
5.000000e-01 5.570000e-02
4.000000e-01 6.540000e-02
3.000000e-01 7.280000e-02
2.500000e-01 7.430000e-02
2.000000e-01 7.400000e-02
1.500000e-01 7.090000e-02
1.000000e-01 6.280000e-02
5.000000e-02 4.810000e-02
2.500000e-02 3.600000e-02
1.250000e-02 2.640000e-02
0.000000e+00 0.000000e+00
1.250000e-02 -1.700000e-02
2.500000e-02 -2.330000e-02
5.000000e-02 -3.030000e-02
1.000000e-01 -3.830000e-02
1.500000e-01 -4.190000e-02
2.000000e-01 -4.430000e-02
2.500000e-01 -4.580000e-02
3.000000e-01 -4.650000e-02
4.000000e-01 -4.520000e-02
5.000000e-01 -4.210000e-02
6.000000e-01 -3.640000e-02
7.000000e-01 -2.890000e-02
8.000000e-01 -2.050000e-02
9.000000e-01 -1.100000e-02
9.500000e-01 -5.900000e-03
1.000000e+00 0.000000e+00
